ilkid,year,firstname,lastname,team,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,pf,fga,fgm,fta,ftm,tpa,tpm,allstar
MURRARO01 ,2003,Ronald,Murray,SEA,gp-mb,minutes-b,pts-b,oreb-r,dreb-b,reb-r,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MURRATR01 ,2003,Tracy,Murray,POR,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MUTOMDI01 ,2003,Dikembe,Mutombo,NYK,gp-b,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-mr,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
NACHBBO01 ,2003,Bostjan,Nachbar,HOU,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
NAILOLE01 ,2003,Lee,Nailon,ORL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
NAILOLE01 ,2003,Lee,Nailon,TOT,gp-b,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
NAILOLE01 ,2003,Lee,Nailon,ATL,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
NAILOLE01 ,2003,Lee,Nailon,CLE,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
NAJERED01 ,2003,Eduardo,Najera,DAL,gp-b,minutes-r,pts-mr,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
NASHST01  ,2003,Steve,Nash,DAL,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-mb,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
NDIAYMA02 ,2003,Mamadou,Ndiaye,DAL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
NDIAYMA02 ,2003,Mamadou,Ndiaye,ATL,gp-mr,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
NDIAYMA02 ,2003,Mamadou,Ndiaye,TOT,gp-r,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
NESTERA01 ,2003,Radoslav,Nesterovic,SAS,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
NEWBLIR01 ,2003,Ira,Newble,CLE,gp-b,minutes-b,pts-r,oreb-b,dreb-r,reb-r,asts-r,stl-r,blk-r,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
NORRIMO01 ,2003,Moochie,Norris,HOU,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
NORRIMO01 ,2003,Moochie,Norris,TOT,gp-b,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-b,stl-b,blk-mr,pf-mr,fga-r,fgm-mr,fta-r,ftm-r,tpa-b,tpm-b,NO
NORRIMO01 ,2003,Moochie,Norris,NYK,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
NOWITDI01 ,2003,Dirk,Nowitzki,DAL,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,YES
OAKLECH01 ,2003,Charles,Oakley,HOU,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
ODOMLA01  ,2003,Lamar,Odom,MIA,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-b,asts-b,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
OKURME01  ,2003,Mehmet,Okur,DET,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-r,NO
OLLIEKE01 ,2003,Kevin,Ollie,CLE,gp-mb,minutes-b,pts-r,oreb-mr,dreb-b,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-r,fgm-mr,fta-b,ftm-b,tpa-mr,tpm-mr,NO
OLOWOMI01 ,2003,Michael,Olowokandi,MIN,gp-r,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-mr,blk-b,pf-b,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
ONEAJE01  ,2003,Jermaine,O'Neal,IND,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,YES
ONEASH01  ,2003,Shaquille,O'Neal,LAL,gp-b,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-mb,ftm-b,tpa-mr,tpm-mr,NO
OSTERGR01 ,2003,Greg,Ostertag,UTA,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
OUTLABO01 ,2003,Bo,Outlaw,MEM,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
OUTLATR01 ,2003,Travis,Outlaw,POR,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
OVERTDO01 ,2003,Doug,Overton,TOT,gp-b,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-b,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
OVERTDO01 ,2003,Doug,Overton,LAC,gp-b,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-b,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
OVERTDO01 ,2003,Doug,Overton,NJN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PACHUZA01 ,2003,Zaza,Pachulia,ORL,gp-b,minutes-r,pts-mr,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-mr,pf-r,fga-mr,fgm-mr,fta-r,ftm-r,tpa-mr,tpm-mr,NO
PACKRO01  ,2003,Robert,Pack,NJN,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PADGESC01 ,2003,Scott,Padgett,HOU,gp-b,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
PALACMI01 ,2003,Milt,Palacio,TOR,gp-b,minutes-b,pts-r,oreb-mr,dreb-r,reb-mr,asts-b,stl-b,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-mr,tpa-mr,tpm-mr,NO
PARGOJA01 ,2003,Jannero,Pargo,TOT,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
PARGOJA01 ,2003,Jannero,Pargo,TOR,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PARGOJA01 ,2003,Jannero,Pargo,CHI,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-b,NO
PARGOJA01 ,2003,Jannero,Pargo,LAL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PARKETO01 ,2003,Tony,Parker,SAS,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
PARKSCH01 ,2003,Cherokee,Parks,GSW,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PATTERU01 ,2003,Ruben,Patterson,POR,gp-mb,minutes-b,pts-b,oreb-b,dreb-r,reb-b,asts-b,stl-b,blk-r,pf-b,fga-r,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
PAVLOAL01 ,2003,Aleksandar,Pavlovic,UTA,gp-mb,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-r,stl-b,blk-r,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
PAYTOGA01 ,2003,Gary,Payton,LAL,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
PEELEAN01 ,2003,Anthony,Peeler,SAC,gp-mb,minutes-b,pts-r,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-r,tpa-b,tpm-b,NO
PENIGDE01 ,2003,Desmond,Penigar,ORL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PENNEKI01 ,2003,Kirk,Penney,MIA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PERKIKE01 ,2003,Kendrick,Perkins,BOS,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PERSOWE01 ,2003,Wesley,Person,ATL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PERSOWE01 ,2003,Wesley,Person,TOT,gp-b,minutes-r,pts-r,oreb-mr,dreb-r,reb-r,asts-r,stl-mr,blk-mr,pf-mr,fga-r,fgm-r,fta-mr,ftm-mr,tpa-b,tpm-b,NO
PERSOWE01 ,2003,Wesley,Person,MEM,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
PERSOWE01 ,2003,Wesley,Person,POR,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
PETERMO01 ,2003,Morris,Peterson,TOR,gp-mb,minutes-b,pts-b,oreb-r,dreb-b,reb-b,asts-r,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-b,tpm-b,NO
PIATKER01 ,2003,Eric,Piatkowski,HOU,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
PIERCPA01 ,2003,Paul,Pierce,BOS,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-b,fta-mb,ftm-mb,tpa-mb,tpm-b,YES
PIETRMI01 ,2003,Mickael,Pietrus,GSW,gp-b,minutes-r,pts-r,oreb-r,dreb-mr,reb-r,asts-mr,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
PIPPESC01 ,2003,Scottie,Pippen,CHI,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-r,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
PLANIZO01 ,2003,Zoran,Planinic,NJN,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-mr,NO
POLLASC01 ,2003,Scot,Pollard,IND,gp-b,minutes-r,pts-mr,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-b,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
POLYNOL01 ,2003,Olden,Polynice,LAC,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
POPEMA01  ,2003,Mark,Pope,DEN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
POSEYJA01 ,2003,James,Posey,MEM,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
POTAPVI01 ,2003,Vitaly,Potapenko,SEA,gp-b,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-r,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
PRINCTA01 ,2003,Tayshaun,Prince,DET,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
PRZYBJO01 ,2003,Joel,Przybilla,MIL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PRZYBJO01 ,2003,Joel,Przybilla,TOT,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
PRZYBJO01 ,2003,Joel,Przybilla,ATL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
RADMAVL01 ,2003,Vladimir,Radmanovic,SEA,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-mb,tpm-b,NO
RANDOZA01 ,2003,Zach,Randolph,POR,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-mb,fta-b,ftm-b,tpa-mr,tpm-mr,NO
RATLITH01 ,2003,Theo,Ratliff,POR,gp-r,minutes-r,pts-mr,oreb-b,dreb-r,reb-b,asts-mr,stl-r,blk-b,pf-r,fga-mr,fgm-mr,fta-r,ftm-mr,tpa-mr,tpm-mr,NO
RATLITH01 ,2003,Theo,Ratliff,ATL,gp-b,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-r,fgm-r,fta-b,ftm-r,tpa-mr,tpm-mr,NO
RATLITH01 ,2003,Theo,Ratliff,TOT,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-mb,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
REBRAZE01 ,2003,Zeljko,Rebraca,TOT,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
REBRAZE01 ,2003,Zeljko,Rebraca,ATL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
REBRAZE01 ,2003,Zeljko,Rebraca,DET,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
REDDMI01  ,2003,Michael,Redd,MIL,gp-mb,minutes-mb,pts-mb,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-mb,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,YES
RICEGL01  ,2003,Glen,Rice,LAC,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-mr,NO
RICHAJA01 ,2003,Jason,Richardson,GSW,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
RICHAQU01 ,2003,Quentin,Richardson,LAC,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
RIDNOLU01 ,2003,Luke,Ridnour,SEA,gp-mb,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
ROBINCL02 ,2003,Cliff,Robinson,GSW,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
ROBINED01 ,2003,Eddie,Robinson,CHI,gp-b,minutes-r,pts-r,oreb-mr,dreb-r,reb-mr,asts-r,stl-r,blk-mr,pf-mr,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
ROBINGL01 ,2003,Glenn,Robinson,PHI,gp-r,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-mr,stl-b,blk-mr,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
ROGERRO01 ,2003,Rodney,Rogers,NJN,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-b,tpm-b,NO
ROOKSSE01 ,2003,Sean,Rooks,ORL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
ROOKSSE01 ,2003,Sean,Rooks,TOT,gp-b,minutes-mr,pts-mr,oreb-mr,dreb-r,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
ROOKSSE01 ,2003,Sean,Rooks,NOH,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
ROSEJA01  ,2003,Jalen,Rose,TOR,gp-r,minutes-b,pts-b,oreb-mr,dreb-b,reb-r,asts-b,stl-r,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
ROSEJA01  ,2003,Jalen,Rose,TOT,gp-b,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
ROSEJA01  ,2003,Jalen,Rose,CHI,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
ROSEMA01  ,2003,Malik,Rose,SAS,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-r,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
RUFFIMI01 ,2003,Michael,Ruffin,UTA,gp-r,minutes-r,pts-mr,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
RUSHKA01  ,2003,Kareem,Rush,LAL,gp-mb,minutes-b,pts-r,oreb-mr,dreb-r,reb-mr,asts-r,stl-r,blk-r,pf-r,fga-b,fgm-r,fta-mr,ftm-mr,tpa-b,tpm-b,NO
RUSSEBR01 ,2003,Bryon,Russell,LAL,gp-mb,minutes-r,pts-r,oreb-mr,dreb-r,reb-r,asts-r,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-r,tpa-b,tpm-b,NO
SALMOJO01 ,2003,John,Salmons,PHI,gp-mb,minutes-b,pts-r,oreb-r,dreb-b,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
SAMPSJA01 ,2003,Jamal,Sampson,LAL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SANTIDA01 ,2003,Daniel,Santiago,MIL,gp-b,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-r,ftm-r,tpa-mr,tpm-mr,NO
SCALABR01 ,2003,Brian,Scalabrine,NJN,gp-mb,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-r,stl-r,blk-r,pf-r,fga-r,fgm-mr,fta-r,ftm-r,tpa-r,tpm-r,NO
SESAYAN01 ,2003,Ansu,Sesay,SEA,gp-b,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SHIRLPA01 ,2003,Paul,Shirley,CHI,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SIMMOBO01 ,2003,Bobby,Simmons,LAC,gp-b,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-r,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
SKINNBR01 ,2003,Brian,Skinner,MIL,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-r,tpa-mr,tpm-mr,NO
SLAYTA01  ,2003,Tamar,Slay,NJN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SMITHJA01 ,2003,Jabari,Smith,SAC,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SMITHJO01 ,2003,Joe,Smith,MIL,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
SMITHLE01 ,2003,Leon,Smith,SEA,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SMITHST01 ,2003,Steve,Smith,NOH,gp-mb,minutes-r,pts-r,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
SMITHTH01 ,2003,Theron,Smith,MEM,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
SNOWER01  ,2003,Eric,Snow,PHI,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
SONGADA01 ,2003,Darius,Songaila,SAC,gp-mb,minutes-r,pts-r,oreb-b,dreb-r,reb-b,asts-mr,stl-b,blk-mr,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
