ilkid,year,firstname,lastname,team,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,pf,fga,fgm,fta,ftm,tpa,tpm,allstar
JACKSMA02 ,2003,Marc,Jackson,PHI,gp-mr,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JACKSST02 ,2003,Stephen,Jackson,ATL,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mb,tpm-mb,NO
JACOBCA01 ,2003,Casey,Jacobsen,PHO,gp-mb,minutes-b,pts-r,oreb-r,dreb-b,reb-r,asts-r,stl-b,blk-mr,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
JAMESJE01 ,2003,Jerome,James,SEA,gp-b,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-mr,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JAMESLE01 ,2003,LeBron,James,CLE,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
JAMESMI01 ,2003,Mike,James,DET,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
JAMESMI01 ,2003,Mike,James,TOT,gp-mb,minutes-b,pts-b,oreb-mr,dreb-b,reb-b,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-r,ftm-b,tpa-b,tpm-b,NO
JAMESMI01 ,2003,Mike,James,BOS,gp-b,minutes-b,pts-b,oreb-mr,dreb-b,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-b,fgm-b,fta-r,ftm-r,tpa-b,tpm-b,NO
JAMISAN01 ,2003,Antawn,Jamison,DAL,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-r,NO
JARICMA01 ,2003,Marko,Jaric,LAC,gp-b,minutes-b,pts-r,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
JEFFECH01 ,2003,Chris,Jefferies,CHI,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
JEFFECH01 ,2003,Chris,Jefferies,TOR,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JEFFECH01 ,2003,Chris,Jefferies,TOT,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
JEFFERI01 ,2003,Richard,Jefferson,NJN,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
JEFFRJA01 ,2003,Jared,Jeffries,WAS,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-r,fta-b,ftm-b,tpa-r,tpm-mr,NO
JOHNSAN02 ,2003,Anthony,Johnson,IND,gp-mb,minutes-b,pts-r,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
JOHNSAV01 ,2003,Avery,Johnson,GSW,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-mr,fga-mr,fgm-mr,fta-r,ftm-r,tpa-mr,tpm-mr,NO
JOHNSBR01 ,2003,Britton,Johnsen,ORL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSDE03 ,2003,Dermarr,Johnson,NYK,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
JOHNSER01 ,2003,Ervin,Johnson,MIN,gp-b,minutes-r,pts-mr,oreb-r,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JOHNSJO02 ,2003,Joe,Johnson,PHO,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
JOHNSLI01 ,2003,Linton,Johnson,CHI,gp-r,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-r,blk-b,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-mr,NO
JONESDA01 ,2003,Damon,Jones,MIL,gp-mb,minutes-b,pts-b,oreb-mr,dreb-b,reb-r,asts-b,stl-r,blk-mr,pf-r,fga-b,fgm-b,fta-r,ftm-r,tpa-b,tpm-b,NO
JONESDA02 ,2003,Dahntay,Jones,MEM,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JONESED01 ,2003,Eddie,Jones,MIA,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mb,tpm-mb,NO
JONESFR01 ,2003,Fred,Jones,IND,gp-mb,minutes-b,pts-r,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-r,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-b,tpm-b,NO
JONESJA02 ,2003,James,Jones,IND,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
JONESJU01 ,2003,Jumaine,Jones,BOS,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
JONESPO01 ,2003,Popeye,Jones,GSW,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KAMANCH01 ,2003,Chris,Kaman,LAC,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-r,tpa-mr,tpm-mr,NO
KAPONJA01 ,2003,Jason,Kapono,CLE,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-b,NO
KIDDJA01  ,2003,Jason,Kidd,NJN,gp-b,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,YES
KIRILAN01 ,2003,Andrei,Kirilenko,UTA,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,YES
KITTLKE01 ,2003,Kerry,Kittles,NJN,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
KNIGHBR01 ,2003,Brevin,Knight,TOT,gp-b,minutes-r,pts-r,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KNIGHBR01 ,2003,Brevin,Knight,PHO,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KNIGHBR01 ,2003,Brevin,Knight,WAS,gp-r,minutes-r,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-b,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KNIGHBR01 ,2003,Brevin,Knight,MIL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-r,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
KORVEKY01 ,2003,Kyle,Korver,PHI,gp-mb,minutes-r,pts-r,oreb-mr,dreb-r,reb-r,asts-mr,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-b,tpm-b,NO
KUKOCTO01 ,2003,Toni,Kukoc,MIL,gp-mb,minutes-b,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
LAETTCH01 ,2003,Christian,Laettner,WAS,gp-r,minutes-r,pts-r,oreb-r,dreb-b,reb-b,asts-r,stl-r,blk-b,pf-r,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LAFRERA01 ,2003,Raef,LaFrentz,BOS,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-mr,NO
LAMPEMA01 ,2003,Maciej,Lampe,PHO,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LAMPLSE01 ,2003,Sean,Lampley,GSW,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LANGHDA01 ,2003,Dan,Langhi,TOT,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LANGHDA01 ,2003,Dan,Langhi,GSW,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LANGHDA01 ,2003,Dan,Langhi,MIL,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LARUERU01 ,2003,Rusty,LaRue,GSW,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LENARVO01 ,2003,Voshon,Lenard,DEN,gp-mb,minutes-b,pts-b,oreb-r,dreb-b,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
LEWISQU01 ,2003,Quincy,Lewis,MIN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LEWISRA01 ,2003,Rashard,Lewis,SEA,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mb,tpm-mb,NO
LIVINRA01 ,2003,Randy,Livingston,LAC,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
LOPEZRA01 ,2003,Raul,Lopez,UTA,gp-mb,minutes-b,pts-b,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-r,ftm-b,tpa-b,tpm-b,NO
LUETY01   ,2003,Tyronn,Lue,ORL,gp-mb,minutes-b,pts-b,oreb-mr,dreb-b,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-r,ftm-b,tpa-b,tpm-b,NO
LYNCHGE01 ,2003,George,Lynch,NOH,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-r,fgm-r,fta-mr,ftm-mr,tpa-b,tpm-b,NO
MADSEMA01 ,2003,Mark,Madsen,MIN,gp-mb,minutes-b,pts-r,oreb-b,dreb-r,reb-b,asts-mr,stl-r,blk-r,pf-b,fga-mr,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
MAGGECO01 ,2003,Corey,Maggette,LAC,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-mb,ftm-mb,tpa-b,tpm-b,NO
MAGLOJA01 ,2003,Jamaal,Magloire,NOH,gp-mb,minutes-mb,pts-b,oreb-b,dreb-mb,reb-b,asts-r,stl-b,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,YES
MALONKA01 ,2003,Karl,Malone,LAL,gp-r,minutes-b,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-r,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MARBUST01 ,2003,Stephon,Marbury,TOT,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-mb,stl-b,blk-mr,pf-b,fga-mb,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MARBUST01 ,2003,Stephon,Marbury,PHO,gp-r,minutes-b,pts-b,oreb-mr,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MARBUST01 ,2003,Stephon,Marbury,NYK,gp-r,minutes-b,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MARIOSH01 ,2003,Shawn,Marion,PHO,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MARSHDO01 ,2003,Donyell,Marshall,CHI,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
MARSHDO01 ,2003,Donyell,Marshall,TOT,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MARSHDO01 ,2003,Donyell,Marshall,TOR,gp-b,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-r,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MARTIDA01 ,2003,Darrick,Martin,MIN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MARTIKE01 ,2003,Kenyon,Martin,NJN,gp-b,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,YES
MASHBJA01 ,2003,Jamal,Mashburn,NOH,gp-mr,minutes-r,pts-r,oreb-mr,dreb-r,reb-r,asts-mr,stl-mr,blk-mr,pf-mr,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
MASONDE01 ,2003,Desmond,Mason,MIL,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,NO
MASONRO01 ,2003,Roger,Mason Jr,CHI,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MASONRO01 ,2003,Roger,Mason Jr,TOT,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
MASONRO01 ,2003,Roger,Mason Jr,TOR,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-r,tpm-r,NO
MASSETO01 ,2003,Tony,Massenburg,SAC,gp-b,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-b,fga-r,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MCCARWA01 ,2003,Walter,McCarty,BOS,gp-mb,minutes-b,pts-b,oreb-mr,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-mb,tpm-b,NO
MCCASAM01 ,2003,Amal,McCaskill,PHI,gp-b,minutes-r,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MCCOYJE01 ,2003,Jelani,McCoy,CLE,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MCDYEAN01 ,2003,Antonio,Mcdyess,NYK,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-r,reb-r,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MCDYEAN01 ,2003,Antonio,Mcdyess,TOT,gp-r,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-r,pf-b,fga-r,fgm-r,fta-r,ftm-mr,tpa-mr,tpm-mr,NO
MCDYEAN01 ,2003,Antonio,Mcdyess,PHO,gp-mr,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-r,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MCGRATR01 ,2003,Tracy,McGrady,ORL,gp-b,minutes-mb,pts-mb,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-mb,fgm-mb,fta-b,ftm-b,tpa-mb,tpm-mb,YES
MCINNJE01 ,2003,Jeff,Mcinnis,TOT,gp-mb,minutes-mb,pts-b,oreb-r,dreb-r,reb-r,asts-b,stl-b,blk-mr,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MCINNJE01 ,2003,Jeff,Mcinnis,POR,gp-r,minutes-b,pts-r,oreb-mr,dreb-r,reb-mr,asts-b,stl-r,blk-mr,pf-r,fga-b,fgm-b,fta-r,ftm-r,tpa-r,tpm-r,NO
MCINNJE01 ,2003,Jeff,Mcinnis,CLE,gp-r,minutes-r,pts-r,oreb-mr,dreb-mr,reb-mr,asts-b,stl-r,blk-mr,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-b,tpm-b,NO
MCKIEAA01 ,2003,Aaron,McKie,PHI,gp-mb,minutes-b,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-b,tpm-b,NO
MCLEOKE01 ,2003,Keith,McLeod,MIN,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-r,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MEDVEST01 ,2003,Stanislav,Medvedenko,LAL,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-r,pf-b,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
MERCERO01 ,2003,Ron,Mercer,SAS,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-r,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MIHMCH01  ,2003,Chris,Mihm,TOT,gp-mb,minutes-b,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-r,fgm-r,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MIHMCH01  ,2003,Chris,Mihm,CLE,gp-mr,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MIHMCH01  ,2003,Chris,Mihm,BOS,gp-b,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-b,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
MILESDA01 ,2003,Darius,Miles,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-mr,NO
MILESDA01 ,2003,Darius,Miles,CLE,gp-r,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-r,stl-r,blk-b,pf-r,fga-r,fgm-r,fta-r,ftm-mr,tpa-r,tpm-mr,NO
MILESDA01 ,2003,Darius,Miles,POR,gp-r,minutes-r,pts-b,oreb-r,dreb-r,reb-r,asts-r,stl-b,blk-b,pf-r,fga-b,fgm-b,fta-r,ftm-r,tpa-mr,tpm-mr,NO
MILICDA01 ,2003,Darko,Milicic,DET,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MILLEAN02 ,2003,Andre,Miller,DEN,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-r,NO
MILLEBR01 ,2003,Brad,Miller,SAC,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-r,tpm-r,YES
MILLEMI01 ,2003,Mike,Miller,MEM,gp-b,minutes-b,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-r,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MILLEOL01 ,2003,Oliver,Miller,MIN,gp-r,minutes-mr,pts-mr,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-b,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MILLERE01 ,2003,Reggie,Miller,IND,gp-mb,minutes-b,pts-b,oreb-mr,dreb-b,reb-r,asts-b,stl-b,blk-mr,pf-r,fga-b,fgm-b,fta-b,ftm-b,tpa-b,tpm-b,NO
MINGYA01  ,2003,Yao,Ming,HOU,gp-mb,minutes-mb,pts-b,oreb-b,dreb-b,reb-b,asts-b,stl-r,blk-b,pf-mb,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,YES
MOBLECU01 ,2003,Cuttino,Mobley,HOU,gp-mb,minutes-mb,pts-b,oreb-r,dreb-b,reb-b,asts-b,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mb,tpm-mb,NO
MOHAMNA01 ,2003,Nazr,Mohammed,ATL,gp-b,minutes-r,pts-r,oreb-b,dreb-b,reb-b,asts-mr,stl-r,blk-b,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
MOHAMNA01 ,2003,Nazr,Mohammed,TOT,gp-mb,minutes-b,pts-b,oreb-b,dreb-b,reb-b,asts-mr,stl-b,blk-b,pf-b,fga-b,fgm-b,fta-b,ftm-b,tpa-mr,tpm-mr,NO
MOHAMNA01 ,2003,Nazr,Mohammed,NYK,gp-r,minutes-r,pts-mr,oreb-b,dreb-r,reb-r,asts-mr,stl-r,blk-r,pf-r,fga-mr,fgm-r,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MOISOJE01 ,2003,Jerome,Moiso,TOR,gp-r,minutes-mr,pts-mr,oreb-r,dreb-mr,reb-r,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MOOREMI01 ,2003,Mikki,Moore,NJN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MOOREMI01 ,2003,Mikki,Moore,TOT,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MOOREMI01 ,2003,Mikki,Moore,UTA,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-r,pf-r,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MOURNAL01 ,2003,Alonzo,Mourning,NJN,gp-mr,minutes-mr,pts-mr,oreb-mr,dreb-mr,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-mr,fgm-mr,fta-mr,ftm-mr,tpa-mr,tpm-mr,NO
MURPHTR01 ,2003,Troy,Murphy,GSW,gp-r,minutes-r,pts-r,oreb-r,dreb-r,reb-r,asts-mr,stl-mr,blk-r,pf-r,fga-r,fgm-r,fta-r,ftm-r,tpa-mr,tpm-mr,NO
MURRALA01 ,2003,Lamond,Murray,TOR,gp-r,minutes-mr,pts-mr,oreb-mr,dreb-r,reb-mr,asts-mr,stl-mr,blk-mr,pf-mr,fga-r,fgm-mr,fta-mr,ftm-mr,tpa-b,tpm-b,NO
